GiftId,TripId
36333,1
43971,1
85469,1
94498,1
40086,1
37229,1
10353,1
94529,1
23411,1
63250,1
10909,1
25069,1
18097,1
42688,1
15885,1
79037,1
6837,1
50441,1
35663,1
42774,1
82342,1
10751,1
96536,1
18868,1
77886,1
13234,1
18788,1
77461,1
84421,1
35157,1
12886,1
24573,1
77356,1
28109,1
51178,1
70854,1
36025,1
25372,1
68122,1
46959,1
37143,1
88409,1
88900,1
39917,1
97347,1
5356,1
34556,1
74486,1
23906,1
19508,1
89991,1
49431,1
79559,1
13,2
57935,2
53792,2
22506,2
98424,2
33601,2
49713,2
88152,2
87849,2
7391,2
80917,2
18245,2
14711,2
74488,2
20745,2
64894,2
7445,2
91151,2
47072,2
99080,2
24457,2
97030,2
81182,2
90643,2
40895,2
1453,2
38024,2
16031,2
25112,2
48634,2
79093,2
99317,2
55401,2
84032,2
84172,2
36665,2
34042,2
75669,2
37417,2
41941,2
9633,2
93427,2
66850,2
62051,2
61939,2
16047,2
23461,2
49031,2
60273,2
41236,2
77829,2
52025,2
9650,2
49649,2
16232,2
41934,2
20816,2
11926,2
39573,2
87854,2
3500,2
91297,2
22423,2
8571,3
97532,3
18436,3
4401,3
68722,3
31678,3
66271,3
78405,3
57141,3
94970,3
15365,3
56009,3
89917,3
25059,3
81548,3
38259,3
81936,3
27914,3
46407,3
34510,3
40286,3
99938,3
49242,3
32867,3
69813,3
26258,3
98856,3
31932,3
45324,3
48037,3
82298,3
86096,3
13034,3
43797,3
34724,3
93430,3
71221,3
84278,3
70101,3
9140,3
36338,3
39387,3
48379,3
80223,3
7222,3
58191,3
26070,3
57767,3
79327,3
16084,3
5090,3
86073,3
54988,3
71042,3
40032,4
16247,4
7444,4
55870,4
18585,4
17597,4
25885,4
28013,4
51721,4
4068,4
8504,4
96985,4
2900,4
47684,4
92028,4
32351,4
98711,4
44207,4
4447,4
11008,4
89706,4
20926,4
10035,4
47884,4
39458,4
85518,4
44495,4
22835,4
31858,4
2574,4
40970,4
33675,4
2752,4
9217,4
55287,4
15964,4
96623,4
75164,4
32289,4
75879,4
68788,4
50832,4
41339,4
68937,4
85111,4
37297,4
53082,4
82230,4
61983,4
78901,4
58935,4
18101,4
93044,4
19681,4
7676,4
1445,4
24039,4
33853,4
64688,4
855,4
89999,4
98004,4
28553,4
36391,5
62960,5
88241,5
93062,5
52892,5
86068,5
93035,5
35261,5
13600,5
61325,5
4636,5
23085,5
46503,5
84197,5
20250,5
86446,5
72031,5
83261,5
5468,5
40943,5
38236,5
10498,5
57809,5
32625,5
73457,5
87988,5
88959,5
72687,5
82797,5
14760,5
11553,5
94858,5
79893,5
1603,5
76358,5
3643,5
69445,5
2406,5
47503,5
18463,5
30180,5
67655,5
86716,5
18125,5
84641,5
77295,5
88314,5
34060,5
39732,5
27817,5
47320,5
78414,5
63486,5
73925,5
53762,5
37231,5
97839,5
92043,5
13343,6
26571,6
34935,6
51129,6
40465,6
6596,6
70878,6
95418,6
50397,6
56754,6
66880,6
14651,6
35775,6
73394,6
62271,6
64591,6
9803,6
35033,6
81946,6
28864,6
71940,6
90249,6
4775,6
62015,6
36672,6
59767,6
98791,6
82840,6
45653,6
59575,6
93849,6
48412,6
33549,6
72002,6
25846,6
7685,6
51849,6
75140,6
20302,6
91096,6
47360,6
12246,6
96343,6
67568,6
19323,6
35677,6
4977,6
99106,6
27819,6
32710,6
61745,6
33211,6
83329,6
12593,6
68348,6
50515,6
66100,6
85736,6
3316,6
17244,6
91737,6
26396,6
30586,6
83744,6
17273,7
66263,7
52697,7
34721,7
7822,7
24526,7
60593,7
4016,7
28643,7
89696,7
10349,7
59424,7
71967,7
74583,7
28548,7
3285,7
71692,7
780,7
91774,7
7930,7
85559,7
38188,7
95501,7
92150,7
37335,7
29779,7
9240,7
79796,7
16669,7
4810,7
11146,7
49775,7
66023,7
77246,7
27190,7
55386,7
56300,7
63340,7
2529,7
73653,7
28952,7
90083,7
91167,7
6874,7
14683,7
56677,7
70602,7
41795,7
3373,7
34436,7
56860,7
55425,7
33607,7
73827,7
67715,7
98283,7
85455,7
25943,7
82868,7
49522,7
50675,7
10112,7
16789,7
6112,7
83825,7
49542,7
55469,7
63567,7
42977,7
44221,7
21470,7
85876,7
37679,8
64761,8
39500,8
51403,8
5372,8
56990,8
51766,8
13216,8
85377,8
37529,8
79424,8
66558,8
78690,8
68843,8
89274,8
75662,8
21394,8
9651,8
12492,8
29110,8
4845,8
18005,8
45278,8
42720,8
64217,8
73511,8
25301,8
28396,8
76093,8
2665,8
3902,8
28171,8
40390,8
8063,8
67904,8
49658,8
46797,8
8173,8
8700,8
54299,8
3413,8
46565,8
15802,8
27652,8
4446,8
40331,8
2799,8
74697,8
2517,8
23154,8
41081,8
79942,8
95899,8
97007,8
38897,8
71783,8
37439,8
90196,8
66440,8
56431,8
49892,8
78560,8
11006,8
21938,8
63968,8
93118,8
80668,8
48639,9
8294,9
78916,9
28053,9
77500,9
66257,9
2779,9
78496,9
88470,9
72050,9
12789,9
34909,9
33140,9
95155,9
44010,9
76584,9
80216,9
85014,9
90823,9
14492,9
89764,9
82959,9
58287,9
81913,9
40842,9
88920,9
28500,9
98122,9
52299,9
53491,9
83705,9
64377,9
77778,9
17630,9
6141,9
84541,9
65904,9
35415,9
58303,9
27314,9
66799,9
30209,9
62314,9
47876,9
27894,9
16268,9
65166,9
48781,9
2334,9
97358,9
31570,9
9135,9
24101,9
13864,9
47303,9
81837,9
75883,9
66090,9
48912,10
70575,10
47722,10
81899,10
48701,10
77562,10
10489,10
97565,10
37126,10
90135,10
68638,10
18280,10
30669,10
28368,10
76112,10
94894,10
49077,10
29139,10
53070,10
11558,10
11521,10
60693,10
98282,10
78964,10
52663,10
1310,10
12498,10
66065,10
59301,10
23943,10
26103,10
80566,10
49367,10
68189,10
70924,10
24155,10
39096,10
78009,10
20360,10
66173,10
35309,10
66087,10
35618,10
50138,10
75656,10
41695,10
9161,10
8905,10
75001,10
35487,10
31962,10
34236,10
68658,10
43451,11
27943,11
10812,11
466,11
15054,11
16529,11
97037,11
50789,11
5926,11
36049,11
29151,11
41604,11
21537,11
52160,11
49727,11
78638,11
1862,11
67392,11
31020,11
71604,11
62655,11
90870,11
28395,11
7208,11
97375,11
40738,11
11210,11
91007,11
56994,11
78082,11
4873,11
30084,11
97271,11
44853,11
21209,11
12389,11
42788,11
78427,11
71628,11
95687,11
69329,11
88840,11
9416,11
64685,11
93205,11
35749,11
95570,11
65174,11
34173,11
58475,11
13815,11
37597,11
57439,11
26618,11
83187,11
3823,11
2332,11
66217,11
3223,11
12649,11
28295,11
66962,11
73270,11
91739,11
72977,11
45216,11
5251,12
92726,12
31487,12
16310,12
64130,12
27503,12
29190,12
46096,12
51100,12
76640,12
37064,12
69718,12
30995,12
60707,12
32387,12
69383,12
95590,12
89331,12
44636,12
10210,12
27837,12
90617,12
78151,12
73367,12
77636,12
82016,12
95809,12
31786,12
99577,12
43573,12
91955,12
63624,12
2371,12
95497,12
78766,12
37748,12
36787,12
12330,12
1107,12
77369,12
7319,12
28579,12
34011,12
18155,12
83637,12
41603,12
68077,12
25406,12
19884,12
46547,12
89054,12
38936,12
50897,12
28152,12
30905,12
23304,12
46709,12
43784,12
18651,12
44106,12
85404,13
58434,13
89446,13
89398,13
45498,13
84819,13
20516,13
24364,13
32161,13
44836,13
30773,13
89013,13
62795,13
58334,13
59391,13
33545,13
98186,13
16356,13
89190,13
52254,13
63106,13
97817,13
4634,13
26368,13
6809,13
74107,13
32486,13
72873,13
37079,13
4913,13
17230,13
28737,13
16449,13
63509,13
63453,13
16227,13
56976,13
82571,13
49363,13
87672,13
66252,13
46082,13
72529,13
69217,13
29355,13
33053,13
33856,13
50698,13
81184,13
29186,13
33847,13
11706,13
9775,13
29943,13
5833,13
11857,13
45597,13
85077,13
36037,13
25592,13
58586,13
80290,14
32759,14
1662,14
5972,14
52181,14
43309,14
35083,14
4832,14
87713,14
32972,14
76775,14
62490,14
26819,14
9233,14
52816,14
2935,14
79923,14
49294,14
27968,14
49615,14
24867,14
27347,14
17611,14
85024,14
54685,14
53503,14
83593,14
55016,14
75833,14
6917,14
782,14
363,14
72176,14
46515,14
41734,14
96220,14
8556,14
76513,14
3743,14
37010,14
72503,14
25404,14
13569,14
85760,14
99681,14
96188,14
52624,14
22270,14
6120,14
98829,14
34351,14
61014,14
74755,14
17355,14
23778,14
479,14
10953,14
94027,14
81091,14
20201,14
47842,14
63243,14
22571,14
16387,14
23913,14
92953,14
30367,14
39481,14
40576,14
91618,14
50129,14
20284,14
80446,15
65225,15
37280,15
53259,15
94749,15
12619,15
67468,15
97770,15
80866,15
6130,15
19896,15
92177,15
31313,15
9496,15
87006,15
1842,15
12468,15
23038,15
96736,15
26855,15
70150,15
50837,15
69948,15
7324,15
15798,15
38047,15
30785,15
86507,15
13938,15
92230,15
24968,15
81672,15
40373,15
50425,15
10312,15
80581,15
37058,15
25918,15
64017,15
35363,15
197,15
29799,15
85247,15
88078,15
30961,15
48817,15
526,15
54529,15
41906,15
29091,15
95447,15
63896,15
99620,15
70727,15
55871,15
66756,15
61301,15
84603,15
81622,16
33192,16
56533,16
8240,16
11882,16
31241,16
62059,16
47971,16
91215,16
98909,16
47319,16
19554,16
39029,16
26764,16
3591,16
15136,16
14099,16
2588,16
76561,16
14999,16
61512,16
30569,16
13504,16
69335,16
35089,16
26810,16
80222,16
81605,16
34334,16
17794,16
46758,16
5985,16
33576,16
41448,16
54274,16
14452,16
66282,16
1975,16
13574,16
88025,16
18582,16
72787,16
80265,16
38175,16
63610,16
19876,16
77362,16
81035,16
22572,16
49518,16
96158,16
43019,16
5178,16
7640,16
79539,16
18459,16
31739,16
70953,16
17481,16
14764,17
42000,17
67438,17
40547,17
62543,17
82956,17
93989,17
83277,17
9457,17
52495,17
84649,17
7714,17
5950,17
96272,17
3716,17
54871,17
18146,17
59204,17
57571,17
97695,17
29731,17
32229,17
74495,17
21941,17
83132,17
64354,17
13029,17
79543,17
82764,17
76757,17
29354,17
13384,17
83004,17
60070,17
1493,17
95807,17
80498,17
89791,17
60525,17
38987,17
82324,17
16528,17
15351,17
46283,17
96629,17
83154,17
27673,17
68272,17
66595,17
69965,17
2294,17
99491,18
48981,18
40439,18
73623,18
2548,18
83895,18
98213,18
87679,18
48554,18
86304,18
99745,18
44208,18
38322,18
22063,18
74565,18
13532,18
7587,18
88502,18
9843,18
9884,18
37302,18
96328,18
79773,18
61051,18
58047,18
61365,18
54465,18
28535,18
56049,18
97481,18
60684,18
11854,18
53400,18
64904,18
52385,18
95564,18
54635,18
43440,18
44810,18
99899,18
75720,18
83518,18
37668,18
81810,18
55743,18
29123,18
35595,18
93965,18
37528,18
81747,18
44504,18
50061,18
66995,18
89878,18
25515,18
25933,18
21878,18
8127,19
79192,19
16616,19
80749,19
63296,19
12521,19
62168,19
1795,19
47217,19
77729,19
63402,19
26392,19
8740,19
98168,19
31457,19
89337,19
37585,19
86376,19
35513,19
62932,19
77349,19
21839,19
22173,19
91932,19
46115,19
88712,19
36706,19
62468,19
62003,19
86496,19
65792,19
28259,19
12816,19
99732,19
84213,19
23429,19
1664,19
37940,19
67060,19
48493,19
59367,19
27477,19
67447,19
92539,19
32302,19
20124,19
77205,19
2238,19
84035,19
32748,19
13754,19
87262,19
99819,19
35676,19
67852,19
63631,19
84675,19
57205,19
52081,19
53024,19
4043,19
67893,19
14193,19
27162,19
88717,19
57193,20
47255,20
85679,20
54638,20
4109,20
34966,20
96690,20
56665,20
16036,20
95735,20
5690,20
82285,20
8014,20
2452,20
82131,20
12442,20
91447,20
40263,20
48457,20
25819,20
5508,20
3935,20
48417,20
88640,20
52263,20
51910,20
30154,20
12945,20
48258,20
41170,20
42645,20
33730,20
23305,20
16210,20
88968,20
48411,20
42597,20
2033,20
67649,20
40878,20
82373,20
81826,20
45072,20
37100,20
83572,20
67352,20
92704,20
46704,20
78505,20
59330,20
36483,20
38788,20
79843,20
73724,20
52061,20
8295,20
75367,20
7389,21
53547,21
95334,21
42873,21
98916,21
12220,21
34602,21
11462,21
93050,21
11332,21
80284,21
53653,21
2050,21
5908,21
82265,21
9705,21
68543,21
28677,21
17940,21
25823,21
3040,21
28414,21
46870,21
57920,21
10960,21
17763,21
67645,21
39614,21
54234,21
46110,21
97089,21
27947,21
16373,21
59530,21
65557,21
29451,21
14002,21
24571,21
94899,21
40668,21
41632,21
82069,21
61393,21
12094,21
1455,21
65765,21
36473,21
14642,21
81520,21
19914,21
88287,21
6869,21
92039,21
54716,21
97363,21
91976,21
96241,21
55681,21
64014,22
99271,22
94281,22
42892,22
76939,22
52118,22
26259,22
52010,22
14670,22
32753,22
65877,22
93729,22
73485,22
64876,22
27270,22
1015,22
91289,22
32224,22
16021,22
78725,22
80110,22
38469,22
47356,22
94833,22
32769,22
87900,22
66288,22
36369,22
55729,22
69821,22
96398,22
50153,22
4539,22
16202,22
42250,22
69958,22
33550,22
81574,22
67206,22
25742,22
57445,22
61898,22
2693,22
65506,22
29875,22
88526,22
96745,22
35352,22
57545,22
79275,22
69559,22
81582,22
70813,22
17828,22
4866,22
29531,22
43642,22
75595,22
48763,22
30427,22
963,22
86658,22
11562,22
98672,22
60484,22
60168,22
6081,22
29314,22
69677,22
24388,22
59422,23
49544,23
79074,23
80671,23
20280,23
8667,23
23572,23
86151,23
18315,23
12737,23
16996,23
50147,23
52092,23
21386,23
11297,23
5116,23
32009,23
99933,23
81917,23
16668,23
850,23
51143,23
42163,23
89339,23
43979,23
7097,23
98876,23
25820,23
13418,23
97742,23
73604,23
51308,23
14222,23
80329,23
79996,23
19991,23
25517,23
6858,23
50263,23
71956,23
83268,23
5073,23
67498,23
84906,23
92968,23
55945,23
88232,23
88614,23
53563,23
36628,23
68861,23
61978,23
18171,23
72136,23
34825,23
20309,23
45350,23
7625,23
72836,23
66483,23
51225,23
64860,23
3514,23
20963,23
66678,23
88278,23
97719,23
99461,23
65577,24
33034,24
1556,24
24937,24
79400,24
73546,24
25162,24
84827,24
56055,24
61111,24
60001,24
96300,24
30131,24
18894,24
57267,24
98339,24
30928,24
58178,24
97639,24
86470,24
27369,24
60641,24
56591,24
42165,24
58762,24
62180,24
73375,24
7543,24
67997,24
2305,24
68139,24
57436,24
99693,24
13192,24
7818,24
82566,24
7288,24
95071,24
37851,24
40649,24
57710,24
84770,24
28008,24
5922,24
49635,24
9827,25
59428,25
39493,25
46440,25
69643,25
41610,25
45681,25
37845,25
76299,25
29871,25
69602,25
44206,25
32339,25
47064,25
9269,25
78093,25
30380,25
96760,25
25346,25
21358,25
93231,25
43119,25
67259,25
58777,25
98042,25
21487,25
24861,25
59146,25
77983,25
79892,25
10500,25
81167,25
16822,25
45612,25
20826,25
27939,25
74940,25
60382,25
37169,25
85728,25
23229,25
43664,25
96468,25
77897,25
79132,25
11071,25
66956,25
46434,25
27093,25
83364,25
34758,25
39898,25
81247,25
56133,25
54009,25
30925,25
82696,25
76935,25
96312,25
36788,25
89861,25
6078,25
49144,25
66326,25
95860,26
13708,26
27733,26
65335,26
54920,26
85803,26
80210,26
90753,26
81773,26
77574,26
25104,26
56523,26
59272,26
90483,26
4581,26
70597,26
95539,26
78036,26
80890,26
57840,26
93750,26
63648,26
43910,26
83185,26
52868,26
7950,26
34903,26
24174,26
93188,26
83286,26
67908,26
98407,26
64519,26
212,26
68308,26
77833,26
1339,26
24053,26
81900,26
70120,26
75326,26
95291,26
88488,26
15638,26
16830,26
59560,26
90671,26
86063,26
11438,26
77176,26
24976,26
82603,26
73000,26
45070,26
37396,26
50398,26
93227,26
24074,26
76405,26
89712,26
33164,26
15214,26
62327,26
14793,26
79774,26
99642,27
30584,27
38604,27
28193,27
70930,27
27942,27
97127,27
71404,27
5020,27
11994,27
21286,27
65310,27
84110,27
46559,27
18053,27
52635,27
58910,27
69428,27
54733,27
25760,27
30647,27
16613,27
53332,27
13663,27
25783,27
20902,27
43115,27
39175,27
14509,27
49584,27
77642,27
40124,27
69755,27
16625,27
96674,27
23992,27
59224,27
24495,27
98246,27
23735,27
49928,27
51242,27
38207,27
6462,27
46384,27
98151,27
32377,27
86847,27
43760,27
61528,27
41920,27
67370,27
82962,27
95223,27
15348,27
77177,27
67718,27
59990,27
99022,27
62245,27
58040,27
86651,27
26539,28
86624,28
71470,28
7963,28
73234,28
45953,28
65217,28
69037,28
14781,28
93802,28
75172,28
36877,28
13514,28
77396,28
40247,28
8673,28
80656,28
10929,28
97067,28
11264,28
77021,28
96663,28
82401,28
58656,28
63001,28
45031,28
85468,28
44033,28
72762,28
98827,28
18681,28
25827,28
44916,28
46984,28
36305,28
54207,28
43667,28
7059,28
40391,28
25019,28
94384,28
53268,28
52810,28
85501,28
672,28
97804,28
41764,28
44310,28
75344,28
28769,28
18336,28
20546,28
63456,28
37118,28
56609,28
48569,28
51202,29
19262,29
88678,29
36106,29
48308,29
54975,29
90265,29
90681,29
52419,29
45670,29
98445,29
42876,29
74992,29
70703,29
15190,29
53277,29
52915,29
34330,29
41852,29
37148,29
60241,29
62782,29
19835,29
65642,29
98997,29
51521,29
81486,29
53725,29
70055,29
26449,29
76171,29
45647,29
35712,29
26809,29
99772,29
47727,29
41896,29
21753,29
19976,29
49576,29
60696,29
67318,29
66810,29
39845,29
60200,29
49124,29
89532,29
27444,29
27780,29
48065,29
39846,29
28212,29
71586,29
48169,29
61653,29
15805,29
22691,29
24635,29
56598,29
4030,29
25798,29
35009,29
41181,29
31770,29
16134,29
24013,29
27887,29
15187,30
90277,30
47577,30
19172,30
25064,30
24893,30
87260,30
61958,30
31708,30
77068,30
42262,30
32141,30
70849,30
43378,30
19013,30
76597,30
50071,30
6254,30
31418,30
37857,30
22639,30
88312,30
591,30
675,30
28997,30
2617,30
18635,30
10149,30
31176,30
59753,30
82611,30
11115,30
96507,30
31094,30
40560,30
42290,30
13742,30
29914,30
31369,30
62988,30
96307,30
36834,30
51152,30
73281,30
92938,30
78859,30
32659,30
87913,30
3213,30
87417,30
91444,30
28755,30
92314,30
57001,30
61131,30
66659,30
81143,30
21350,30
19590,30
4815,30
58729,30
56986,30
53351,30
85846,30
23546,30
87014,30
3728,30
76417,30
61205,30
55192,30
88826,30
14408,30
26247,30
72462,30
44997,30
99450,30
76660,31
64768,31
21272,31
17428,31
79781,31
93196,31
17095,31
28603,31
48858,31
21070,31
99861,31
77545,31
69838,31
90961,31
47555,31
83122,31
66808,31
75708,31
90582,31
94799,31
3078,31
37566,31
11973,31
47354,31
12318,31
41108,31
90854,31
37882,31
85058,31
28186,31
41811,31
58172,31
67673,31
5088,31
76627,31
31888,31
40806,31
41984,31
41268,31
21617,31
1199,31
87473,31
62218,31
28340,31
37008,31
67483,31
26998,31
21856,31
70990,31
41208,31
56345,31
61838,31
77408,31
29248,31
43491,31
63554,31
55233,31
72169,31
46098,31
31919,32
100,32
74933,32
58022,32
93700,32
95467,32
28317,32
47763,32
60226,32
31151,32
85573,32
64255,32
51921,32
5223,32
15079,32
66054,32
96989,32
29530,32
58180,32
91181,32
47600,32
92596,32
79966,32
49434,32
38768,32
20913,32
74840,32
2486,32
51602,32
58308,32
43411,32
29919,32
7482,32
79428,32
23576,32
55396,32
42927,32
63472,32
97420,32
52805,32
16284,32
70087,32
20561,32
80182,32
94636,32
42740,32
29202,32
57578,32
4542,32
69121,32
22763,32
64294,32
35088,32
85862,32
63821,32
86374,32
71863,32
33420,32
69764,32
90332,33
83362,33
53772,33
74658,33
46997,33
49791,33
63207,33
51133,33
36991,33
2785,33
68849,33
98093,33
69775,33
98776,33
72834,33
53201,33
18133,33
27083,33
87883,33
99616,33
2934,33
31272,33
39671,33
61427,33
92414,33
57051,33
50732,33
58456,33
89894,33
11626,33
52724,33
97881,33
82532,33
96940,33
37120,33
40568,33
41141,33
32773,33
58495,33
69666,33
28215,33
24266,33
80442,33
67123,33
79454,33
12081,33
10840,33
51175,33
83929,33
71495,33
24431,33
69800,33
4443,33
20938,33
33400,33
33940,33
66953,33
3165,33
69839,33
72461,33
74708,33
