GiftId,TripId
57721,0
47505,0
48740,0
44471,0
53431,0
39669,0
47832,0
72039,0
76068,0
6570,0
71882,0
85927,0
22440,0
84925,0
18702,0
21478,0
87275,0
42028,0
36452,0
30764,0
73528,0
61202,0
31053,0
26781,0
8480,0
78720,0
95403,0
52135,0
54863,0
70698,0
15495,0
92280,0
8900,0
35508,0
81016,0
77666,0
181,0
64764,0
95408,0
18441,0
59657,0
95615,0
59697,0
56490,0
71247,0
36223,0
47237,0
77264,0
43506,0
56717,1
3656,1
54603,1
26765,1
95880,1
35370,1
57930,1
54175,1
82582,1
82318,1
82486,1
29582,1
71642,1
8200,1
52008,1
28741,1
54079,1
9634,1
50911,1
30601,1
39367,1
43620,1
22019,1
46633,1
21133,1
58318,1
50650,1
6490,1
97464,1
93135,1
16071,1
59691,1
49442,1
44081,1
26369,1
20268,1
98769,1
58399,1
36141,1
15684,1
35820,1
14562,1
92370,1
90320,1
76294,1
10823,1
18639,1
31974,1
30498,1
76193,1
95445,1
42254,1
18898,1
30830,1
18396,1
18483,1
79772,1
16662,1
68943,1
63946,1
98715,1
44685,1
10853,1
13427,1
9176,1
18220,1
24622,1
2703,2
14865,2
62370,2
95115,2
87116,2
22685,2
7172,2
17045,2
92428,2
10883,2
72112,2
96172,2
65417,2
28599,2
63128,2
2287,2
90106,2
75965,2
78244,2
69367,2
49289,2
32814,2
97607,2
73272,2
37294,2
1381,2
65361,2
44629,2
88127,2
61407,2
96036,2
34687,2
78501,2
86347,2
49764,2
87926,2
2449,2
22412,2
10955,2
65349,2
95146,2
25098,2
38427,2
84031,2
45559,2
20361,2
82378,2
60792,2
13053,2
96286,2
51822,2
10068,4
56006,4
58428,4
19300,4
89353,4
25362,4
47045,4
83271,4
87819,4
63257,4
67699,4
32051,4
81239,4
91548,4
3623,4
52623,4
86204,4
16249,4
87410,4
74312,4
60284,4
55048,4
74685,4
73352,4
78921,4
45000,4
22073,4
92844,4
33539,4
49821,4
52188,4
63381,4
16075,4
42042,4
39127,4
