GiftId,TripId
57721,0
47505,0
48740,0
44471,0
39669,0
47832,0
76068,0
6570,0
71882,0
22026,0
21478,0
87275,0
10030,0
36452,0
30764,0
73528,0
61202,0
8480,0
52135,0
54863,0
70698,0
15495,0
92280,0
91264,0
35508,0
35139,0
26542,0
30468,0
64764,0
53829,0
95615,0
59697,0
59381,0
84368,0
54748,0
76702,0
11840,0
18691,0
1432,0
36405,1
3656,1
49291,1
48553,1
82582,1
82318,1
60125,1
82486,1
91253,1
71642,1
23446,1
8200,1
5526,1
51753,1
45121,1
66038,1
52008,1
28741,1
8141,1
54079,1
95905,1
9634,1
48036,1
43620,1
86906,1
40688,1
22019,1
21133,1
58318,1
50650,1
89640,1
97464,1
93135,1
16071,1
11924,1
59691,1
49442,1
38865,1
14457,1
27847,1
26369,1
20268,1
92763,1
98769,1
58399,1
35820,1
22672,1
57885,1
14562,1
50070,1
92370,1
10823,1
42282,1
69503,1
31974,1
76193,1
39189,1
88439,1
95445,1
42254,1
37195,1
79940,1
18898,1
36636,1
18396,1
18483,1
79772,1
16662,1
34235,1
38456,1
68943,1
10853,1
9176,1
18220,1
24622,1
66997,2
95115,2
89972,2
25719,2
92428,2
82536,2
96172,2
28599,2
63128,2
2287,2
57831,2
90106,2
86698,2
78244,2
49289,2
97607,2
37294,2
1381,2
61407,2
96036,2
77009,2
86347,2
49764,2
22412,2
65349,2
95146,2
70112,2
84031,2
45559,2
60792,2
13053,2
51822,2
14995,2
60170,2
74905,4
56006,4
58428,4
19300,4
89353,4
25362,4
47045,4
87819,4
63257,4
67699,4
28025,4
66200,4
81239,4
5575,4
48856,4
16249,4
60284,4
55048,4
73352,4
78921,4
92844,4
49821,4
52188,4
16075,4
42042,4
39127,4
52109,4
59049,4
51038,4
74578,4
26288,4
74889,4
54533,4
49121,4
72055,4
93734,4
76416,4
73190,5
31515,5
87502,5
54188,5
85118,5
47330,5
55763,5
94055,5
39020,5
36158,5
87216,5
78844,5
69436,5
63652,5
37269,5
62363,5
38586,5
