GiftId,TripId
57721,0
47505,0
49906,0
44471,0
39669,0
47832,0
76068,0
71882,0
87275,0
36452,0
30764,0
73528,0
61202,0
8480,0
52135,0
54863,0
92280,0
91264,0
35508,0
35139,0
26542,0
30468,0
64764,0
53829,0
95615,0
59697,0
56490,0
84368,0
54748,0
76702,0
11840,0
1432,0
49291,1
78392,1
80243,1
68642,1
75865,1
73392,1
48553,1
9730,1
17420,1
21644,1
10882,1
6938,1
82486,1
5123,1
59891,1
86436,1
27640,1
66038,1
52008,1
40077,1
63925,1
28263,1
21315,1
43620,1
86906,1
30740,1
14674,1
53129,1
59650,1
32400,1
56361,1
11924,1
59691,1
49442,1
17418,1
17817,1
21148,1
85796,1
93940,1
27847,1
14469,1
20268,1
98769,1
99296,1
14358,1
73044,1
58399,1
35820,1
1480,1
26533,1
51845,1
65009,1
90179,1
89776,1
93540,1
18206,1
14562,1
57885,1
38353,1
34238,1
85570,1
55368,1
31318,1
15062,1
32550,1
36636,1
79772,1
78996,1
17082,1
64172,1
37827,1
67431,1
30010,1
78499,1
35424,1
40047,1
63227,1
10853,1
77254,1
9176,1
24622,1
13831,2
66997,2
89972,2
25719,2
92428,2
28599,2
63128,2
2287,2
57831,2
90106,2
78244,2
97607,2
37294,2
1381,2
61407,2
96036,2
86347,2
49764,2
22412,2
65349,2
95146,2
70112,2
84031,2
45559,2
60792,2
13053,2
51822,2
14995,2
60170,2
32241,3
64020,3
14817,3
58428,4
19300,4
25362,4
47045,4
87819,4
63257,4
67699,4
28025,4
66200,4
81239,4
5575,4
60284,4
55048,4
73352,4
92844,4
49821,4
52188,4
16075,4
39127,4
59049,4
52109,4
51038,4
98450,4
74578,4
74889,4
92480,4
54533,4
49121,4
72055,4
76416,4
73190,5
79742,5
31515,5
99495,5
87502,5
85118,5
47330,5
36158,5
87216,5
46054,5
47238,5
69436,5
63652,5
37269,5
60994,5
62363,5
38586,5
72300,5
96851,5
19294,5
88999,5
82517,5
52828,5
69938,5
62806,5
70410,5
16360,5
